date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
2014-05-02 00:00:00,-0.42386352927045595,-0.4411222714257526,-0.8432036422165167,-0.8299710510256081,-0.19343401651598566,-0.022416477023764075,-0.08500441132823326,-0.3091943441524168,-0.6671122005602909,-0.5652237787197774,-0.6724637247383745,-0.5310137574745318,1.2216704556114866,18810 Densmore Ave N,Shoreline,WA 98133,USA
2014-05-02 00:00:00,3.249598100615007,1.7597046792884148,0.4328015405110024,1.568528264230136,-0.16171765594030985,0.9065546428799773,-0.08500441132823326,4.830079307522804,2.2864163101012482,1.7895590334718103,-0.06912828251973294,-1.6746929464938702,-0.8256934498609358,709 W Blaine St,Seattle,WA 98119,USA
2014-05-02 00:00:00,-0.3724244238785301,-0.4411222714257526,-0.2052010508527571,-0.21736732981310197,-0.08097750076655513,-0.9513875969275055,-0.08500441132823326,-0.3091943441524168,0.8096520547704787,0.11917122580881215,-0.6724637247383745,-0.16099990220356944,-0.8256934498609358,26206-26214 143rd Ave SE,Kent,WA 98042,USA
2014-05-02 00:00:00,-0.2340709679967985,-0.4411222714257526,0.11380024482912263,-0.14468553238110973,-0.19014532534908782,-0.9513875969275055,-0.08500441132823326,-0.3091943441524168,0.8096520547704787,-0.9596208999735408,1.4823057117567737,-0.26191277182292283,-0.8256934498609358,857 170th Pl NE,Bellevue,WA 98008,USA
2014-05-02 00:00:00,-0.0034818748605791494,0.6592912039313311,0.4328015405110024,-0.20698421589424595,-0.12130577295724311,-0.9513875969275055,-0.08500441132823326,-0.3091943441524168,0.8096520547704787,-0.7972220853396382,1.0513518244577442,0.17537632986094184,1.2083957769226379,9105 170th Ave NE,Redmond,WA 98052,USA
2014-05-02 00:00:00,-0.10990761015421885,-1.5415357467828363,-1.481206233580276,-1.3075942912929857,-0.23613126115740513,-0.9513875969275055,-0.08500441132823326,-0.3091943441524168,-0.6671122005602909,-1.0988198839454573,-0.6724637247383745,-1.102853351984201,1.2104380351824608,522 NE 88th St,Seattle,WA 98115,USA
2014-05-02 00:00:00,-0.3848407596627881,-1.5415357467828363,-0.2052010508527571,-0.819587937106752,-0.3425956701196913,-0.9513875969275055,-0.08500441132823326,-0.3091943441524168,-0.6671122005602909,-0.5536238633887843,-0.6724637247383745,0.17537632986094184,-0.8256934498609358,2616 174th Ave NE,Redmond,WA 98052,USA
2014-05-02 00:00:00,-0.1240977081933708,0.6592912039313311,0.4328015405110024,0.5925155558576688,0.585707087397541,0.9065546428799773,-0.08500441132823326,-0.3091943441524168,-0.6671122005602909,1.0239646216262694,-0.6724637247383745,0.6126654315448065,-0.8256934498609358,23762 SE 253rd Pl,Maple Valley,WA 98038,USA
2014-05-02 00:00:00,-0.17642369471274366,-0.4411222714257526,0.4328015405110024,0.3017883661296998,2.050512429345142,-0.9513875969275055,-0.08500441132823326,-0.3091943441524168,0.8096520547704787,-0.29842572610693735,1.180637990647453,0.478114938719002,-0.8256934498609358,46611-46625 SE 129th St,North Bend,WA 98045,USA
2014-05-02 00:00:00,0.1561567280798804,0.6592912039313311,-0.2052010508527571,-0.6430750004861994,-0.24114790870013067,-0.022416477023764075,-0.08500441132823326,-0.3091943441524168,-0.6671122005602909,-0.3564253027619026,-0.6724637247383745,-0.8673899895390431,1.2267761012610436,6811 55th Ave NE,Seattle,WA 98115,USA
